tweet_id,timestamp,source,name,image_url,total_image,predicted1_as,p1_confidence,p1_dog,likes_count,retweet_count,tweet_url,dog_stage,rating
892420643555336193,2017-08-01 16:23:56+00:00,Twitter for iPhone,Phineas,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,Orange,0.0970486,False,36396.0,7742.0,https://twitter.com/dog_rates/status/892420643555336193,,1.3
892177421306343426,2017-08-01 00:17:27+00:00,Twitter for iPhone,Tilly,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,Chihuahua,0.323581,True,31342.0,5735.0,https://twitter.com/dog_rates/status/892177421306343426,,1.3
891815181378084864,2017-07-31 00:18:03+00:00,Twitter for iPhone,Archie,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,Chihuahua,0.716012,True,23621.0,3796.0,https://twitter.com/dog_rates/status/891815181378084864,,1.2
891689557279858688,2017-07-30 15:58:51+00:00,Twitter for iPhone,Darla,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,Paper Towel,0.17027799999999998,False,39688.0,7900.0,https://twitter.com/dog_rates/status/891689557279858688,,1.3
891327558926688256,2017-07-29 16:00:24+00:00,Twitter for iPhone,Franklin,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,Basset,0.555712,True,37896.0,8532.0,https://twitter.com/dog_rates/status/891327558926688256,,1.2
891087950875897856,2017-07-29 00:08:17+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,Chesapeake Bay Retriever,0.425595,True,19076.0,2853.0,https://twitter.com/dog_rates/status/891087950875897856,,1.3
890971913173991426,2017-07-28 16:27:12+00:00,Twitter for iPhone,Jax,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,Appenzeller,0.34170300000000003,True,11112.0,1862.0,https://twitter.com/dog_rates/status/890971913173991426,,1.3
890729181411237888,2017-07-28 00:22:40+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,Pomeranian,0.566142,True,61339.0,17281.0,https://twitter.com/dog_rates/status/890729181411237888,,1.3
890609185150312448,2017-07-27 16:25:51+00:00,Twitter for iPhone,Zoey,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,Irish Terrier,0.487574,True,26281.0,3936.0,https://twitter.com/dog_rates/status/890609185150312448,,1.3
890240255349198849,2017-07-26 15:59:51+00:00,Twitter for iPhone,Cassie,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,Pembroke,0.511319,True,30009.0,6738.0,https://twitter.com/dog_rates/status/890240255349198849,doggo,1.4
890006608113172480,2017-07-26 00:31:25+00:00,Twitter for iPhone,Koda,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,28904.0,6730.0,https://twitter.com/dog_rates/status/890006608113172480,,1.3
889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iPhone,Bruno,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French Bulldog,0.377417,True,26259.0,4573.0,https://twitter.com/dog_rates/status/889880896479866881,,1.3
889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,45267.0,9170.0,https://twitter.com/dog_rates/status/889665388333682689,puppo,1.3
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,Ted,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French Bulldog,0.99165,True,25474.0,4123.0,https://twitter.com/dog_rates/status/889638837579907072,,1.2
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,Stuart,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden Retriever,0.953442,True,14245.0,2068.0,https://twitter.com/dog_rates/status/889531135344209921,puppo,1.3
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,Oliver,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,0.626152,True,23729.0,4891.0,https://twitter.com/dog_rates/status/889278841981685760,,1.3
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,Jim,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden Retriever,0.714719,True,27425.0,4129.0,https://twitter.com/dog_rates/status/888917238123831296,,1.2
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,Zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden Retriever,0.46976,True,24082.0,3894.0,https://twitter.com/dog_rates/status/888804989199671297,,1.3
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,Ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian Husky,0.700377,True,18614.0,3195.0,https://twitter.com/dog_rates/status/888554962724278272,,1.3
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,Gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French Bulldog,0.995026,True,20501.0,3173.0,https://twitter.com/dog_rates/status/888078434458587136,,1.2
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,True,28467.0,4933.0,https://twitter.com/dog_rates/status/887705289381826560,,1.3
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,such,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,False,43674.0,10789.0,https://twitter.com/dog_rates/status/887517139158093824,,1.4
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,64820.0,16523.0,https://twitter.com/dog_rates/status/887473957103951883,,1.3
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican Hairless,0.330741,True,31697.0,9602.0,https://twitter.com/dog_rates/status/887343217045368832,,1.3
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,28839.0,5461.0,https://twitter.com/dog_rates/status/887101392804085760,,1.2
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,32940.0,7038.0,https://twitter.com/dog_rates/status/886983233522544640,,1.3
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,11300.0,2948.0,https://twitter.com/dog_rates/status/886736880519319552,,1.3
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,Derek,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,21159.0,4093.0,https://twitter.com/dog_rates/status/886680336477933568,,1.3
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French Bulldog,0.999201,True,19942.0,2906.0,https://twitter.com/dog_rates/status/886366144734445568,pupper,1.2
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575,True,26365.0,5787.0,https://twitter.com/dog_rates/status/886258384151887873,,1.3
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim Spaniel,0.972494,True,30677.0,6164.0,https://twitter.com/dog_rates/status/885984800019947520,,1.2
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,33879.0,5855.0,https://twitter.com/dog_rates/status/885528943205470208,,1.3
885311592912609280,2017-07-13 01:35:06+00:00,Twitter for iPhone,Lilly,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,Labrador Retriever,0.908703,True,,16997.0,https://twitter.com/dog_rates/status/885311592912609280,,1.3
